,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source
331,"No usen @hugo_app!! Aplicación basura! Falsas expectativas! 
Terrible servicio!

Empezaremos a buscar opciones con #UberEats o @pedidosya!!",9/12/2021 1:52,1.43687E+18,PanchoOlivares,"San José, Costa Rica",2,4,es,Twitter for Android
332,"RT @Noelleal: Es importante resaltar q los gobiernos de chavez, maduro y guaido, han tenido grandilocuentes palabras de apoyo y respaldo al…",9/12/2021 0:01,1.43684E+18,TRUECA_App,,266,0,es,Twitter for Android
333,"RT @JasonHo47702861: @goter_sv Las Focas solo quieren sus $30 ""regalados"" para pedir Comida por Hugo App o comprar cervezas 😂😂😂 y después d…",9/11/2021 22:21,1.43682E+18,PatoLop27578903,,3,0,es,Twitter for Android
334,"RT @Rayadas: 📱| ¡No te pierdas nuestro partido de la Jornada 9! 👀🔜

Descarga la App Rayados y disfruta del #RayadasVsTijuana ☺️

Conectados…",9/11/2021 20:49,1.43679E+18,Hugo_Puente,Monterrey NL,11,0,es,Twitter for iPhone
335,La mejor inversión de septiembre: Donas de la Uno con puntos acumulados de la Hugo app ✌🏻,9/11/2021 20:42,1.43679E+18,JazzChavez,El Salvador,0,0,es,Twitter for iPhone
336,"67' #MirandésAlcorcón 1-2: AD Alcorcón hace un cambio. Entra Córdoba, sale Hugo Fraile. https://t.co/iwpsTUiXIN https://t.co/6TwqYqDHzM",9/11/2021 20:26,1.43679E+18,siemprecon,Miranda de Ebro (Burgos),0,0,es,GoalShouter
337,"@AnabelBelloso Si señora, usted ya se gasto los $30 que dio el gobierno? Ya fue algún chupadero o pidió por medio de alguna app como Uber eats o Hugo?",9/11/2021 20:22,1.43679E+18,zoom__core,Sonzacate Sonsonate,0,1,es,Twitter for Android
338,"RT @GrillbrothersGt: Este fin de semana en las Apps de Delivery!!
Uber Eats - Envío gratis
PedidosYa - Envío gratis
Hugo App - Chorizo arge…",9/11/2021 20:09,1.43678E+18,GrillbrothersGt,Guatemala,1,0,es,Twitter for Android
339,Pase de la muerte de Hugo Fraile que no encuentra rematador #MirandésAlcorcón https://t.co/iwpsTUiXIN,9/11/2021 19:28,1.43677E+18,siemprecon,Miranda de Ebro (Burgos),0,0,es,GoalShouter
340,Disparo alto de Hugo Fraile #MirandésAlcorcón https://t.co/iwpsTUiXIN,9/11/2021 19:06,1.43677E+18,siemprecon,Miranda de Ebro (Burgos),0,0,es,GoalShouter
341,"Este fin de semana en las Apps de Delivery!!
Uber Eats - Envío gratis
PedidosYa - Envío gratis
Hugo App - Chorizo argentino de cortesía en individuales
🔥🔥
https://t.co/W07tiTy7kQ https://t.co/z76sdzzgMR",9/11/2021 18:57,1.43677E+18,GrillbrothersGt,Guatemala,1,2,es,Twitter for Android
342,"@detuitentuit @hugo_app Buenas tardes

En primer lugar, queremos pedirte disculpas por este inconveniente 

Nos pudieras compartir por DM un # de teléfono y # de orden de hugo app por favor para darle mejor seguimiento

Att
La familia BW",9/11/2021 17:13,1.43674E+18,BWelsalvador,El Salvador,0,0,es,Twitter for iPhone
343,RT @William_Torres6: Ya se acerca el partido de El Salvador contra México y yo sigo esperando deluvion por entradas del partido contra Esta…,9/11/2021 16:36,1.43673E+18,jored97,El Salvador,1,0,es,Twitter for Android
344,El envío de las donas en @hugo_app me sale más caro que las propias donas. 😂,9/11/2021 15:30,1.43671E+18,Rivjosh,El Salvador,0,0,es,Twitter for Android
345,Hugo Carvajal usaba disfraces y cambiada de vivienda cada tres meses. Fue detenido en Madrid y EE.UU. lo requiere por tráfico de drogas. https://t.co/JrBaNiPy6X,9/11/2021 14:47,1.4367E+18,elpaisuy,"Montevideo, Uruguay",1,5,es,Integromat
346,"Descuento de C$200 al comprar tu perfume desde la App Hugo. Aprovecha esta super promoción exclusiva para clientes nuevos en #HugoApp @hugoapp_

Condiciones Aplican. https://t.co/rJJvPCYcyX",9/11/2021 13:30,1.43668E+18,AromasChicNica,Planza Portás Villa Fontana.,0,0,es,Twitter for Android
347,"RT @HRO151: Escucha Ra-Pimp Flaco Nightcore Capoxxo Remix (@ h.r.o.15) 
https://t.co/V5Z80HGH34

@pimpflaco  😼",9/11/2021 10:12,1.43663E+18,martmtnez_,,6,0,es,Twitter for iPhone
348,"Noticia de Hugo Carvajal se ocultó por varios puntos de España con documentación falsa: ""Estaba como una roca, nada nervioso"" - https://t.co/8skpSvjExp",9/11/2021 8:10,1.4366E+18,NoticiasDeEs,Es,0,0,es,NoticiasDe.es
349,"#Ahora comienza
📢  𝗕𝗮𝘇𝗮𝗿 𝗗𝗲 𝗟𝗼𝘀 𝗠𝗶𝗹𝗮𝗴𝗿𝗼𝘀
 Con Claudio Parisi y Néstor Hugo Rodríguez,
y la compañía permanente de Litto Nebbia, hasta las 03Hs.
Escuchá acá  https://t.co/FjB7IxBT6r
.
.
📻  Tu dial AM780 - FM92.1 
📲   APP en:  https://t.co/asva52Zv9O https://t.co/lj8hmeVhq4",9/11/2021 5:05,1.43656E+18,nacionalushuaia,Ushuaia e Islas Malvinas,0,0,es,Hootsuite Inc.
350,RT @EduardoWesselh1: Como defines a APP y César Acuña.,9/11/2021 3:40,1.43654E+18,hugo_eddi,Lima-PERU,2,0,es,Twitter for Android
351,Que pura mierda que es la app de Hugo. 🙄,9/11/2021 2:51,1.43652E+18,ORParras,el hoyo de la depresión,0,0,es,Twitter for Android
352,Cadena de oración para que la pongan en @hugo_app https://t.co/2SouOlnKZn,9/11/2021 2:37,1.43652E+18,AdrianaArgueta_,,0,2,es,Twitter for iPhone
353,@luisanaabreu @mariluc99450196 @ftimaalemn8 @diliaramosperez @mauriciokinal1 @mivictor_hugo @ralphgarvett @serluzenotros • La Fe Católica necesitaba una Red donde Convocar y Evangelizar. https://t.co/nXszLsuGjW • Baja la App en https://t.co/MncCDlv6TO https://t.co/krTSRqCiDV,9/11/2021 1:14,1.4365E+18,tucristo_app,Estados Unidos,0,0,es,Twitter Web App
354,Que jode esa App de Hugo pidiendo que la actualice!!! 🙄🙄🙄,9/11/2021 0:33,1.43649E+18,_HLo94,,0,0,es,Twitter for iPhone
355,"RT @HRO151: Escucha Ra-Pimp Flaco Nightcore Capoxxo Remix (@ h.r.o.15) 
https://t.co/V5Z80HGH34

@pimpflaco  😼",9/10/2021 23:47,1.43648E+18,Angelfucking1,,6,0,es,Twitter for Android
356,"RT @HRO151: Escucha Ra-Pimp Flaco Nightcore Capoxxo Remix (@ h.r.o.15) 
https://t.co/V5Z80HGH34

@pimpflaco  😼",9/10/2021 23:11,1.43647E+18,pimpflaco,,6,0,es,Twitter for Android
357,"@nano27268 Fue chiste el hombre, moro = los moros
Pero gracias por la recomendación. Lo haré después de reportar 51 consumos que hicieron en 3 días a través de Hugo App debería pesar 451 lbs para comer tanto.",9/10/2021 22:47,1.43646E+18,JGQP721967,Republica Dominicana,0,0,es,Twitter for Android
358,@jpg98099465 @erickos04294172 @neybinaguilar @klaupg82 @joshuamorera28 @everardosebast1 @hugo_gnocchi • Estamos uniendo Católicos de todo el Mundo en la Red Social Católica. Baja la App en https://t.co/MncCDlv6TO https://t.co/stZNXoM6QI,9/10/2021 22:19,1.43645E+18,tucristo_app,Estados Unidos,0,0,es,Twitter Web App
359,"@albinosm @claranaveira @simetria2aca @maranellymonto3 @denunci36741511 @al2bladimir @hugo_2496 • Conoce las 14 Reacciones Católicas de la Red Social Católica.
https://t.co/nXszLsuGjW o Baja la App • https://t.co/MncCDlv6TO https://t.co/CB6LKvFhmp",9/10/2021 21:46,1.43645E+18,tucristo_app,Estados Unidos,1,1,es,Twitter Web App
360,"Escucha Ra-Pimp Flaco Nightcore Capoxxo Remix (@ h.r.o.15) 
https://t.co/V5Z80HGH34

@pimpflaco  😼",9/10/2021 21:39,1.43644E+18,HRO151,,6,35,es,Twitter for Android
361,Tenemos que pensar que app para celular diseñar como práctica y un amigo tiro la de un tinder de perros ...,9/10/2021 21:22,1.43644E+18,albertini_hugo,"Resistencia, Argentina",0,2,es,Twitter for Android
362,"@William_Torres6 Hola William, puedes enviarnos por DM tu caso y con gusto vamos a validar el estado de la solicitud de reembolso 💜⚽🤗",9/10/2021 21:15,1.43644E+18,hugo_app,Centroamérica y El Caribe,0,0,es,Twitter for Android
363,"Las 2 órdenes que me cancelaron por estar saturado el servicio de Hugo y la principal por error de la app, popeyes confundido con Burger King 😬 día apretado. https://t.co/JH8pJjmyHj",9/10/2021 20:41,1.43643E+18,eduveel,Trondheim,0,1,es,Twitter for Android
364,Que no se pierda la linda costumbre de abrir la app de Hugo por tratar de abrir HBO Max :).,9/10/2021 20:11,1.43642E+18,_mrtm1,,0,1,es,Twitter Web App
365,@fray_rosales @joseman80015733 @midimi9 @jorge_hugo_bm @xochitl04836478 @roxanam1986 @pssgg @luisd90314571 • La Fe Católica necesitaba una Red donde Convocar y Evangelizar. https://t.co/nXszLsuGjW • Baja la App en https://t.co/MncCDlv6TO https://t.co/gDwBnZ3y8M,9/10/2021 20:08,1.43642E+18,tucristo_app,Estados Unidos,0,0,es,Twitter Web App
366,"@BWelsalvador @hugo_app No sé que problema de logística tienen en la sucursal de metrocentro, pero se ordenaron por hugo a las 11:30, la hora que según hugo comienzan a operar, y trajeron la orden a la 1pm pasadas. Sin dar mayor explicación y lastimosamente hugo no deja cancelar los pedidos.",9/10/2021 19:36,1.43641E+18,detuitentuit,desde El Salvador en dictadura,0,0,es,Twitter for Android
367,@detuitentuit @hugo_app ¡Hola! ¿Nos pudieras enviar por DM más detalles para poder ayudarte?,9/10/2021 19:28,1.43641E+18,BWelsalvador,El Salvador,0,0,es,Twitter for iPhone
368,"Y así de la nada los de @hugo_app y @BWelsalvador nos dejaron valiendo con el almuerzo.
que servicio más deficiente",9/10/2021 19:02,1.4364E+18,detuitentuit,desde El Salvador en dictadura,0,0,es,Twitter Web App
369,"RT @TechloverStore: Ok amigos, les tenemos buenas noticias. 😍

Tenemos súper descuentos con @HuaweiMobileCo y delivery GRATIS con @hugo_app…",9/10/2021 17:56,1.43639E+18,Alling,,1,0,es,Twitter for iPhone
370,"@William_Torres6 @hugo_app Si su proveedor no brindó solución aceptable a su reclamo, ingrese su reclamo acá: 👉 https://t.co/REp4lLTY0g   

Contáctenos: WhatsApp 7860-9704 o Teléfono 910.",9/10/2021 17:51,1.43639E+18,Defensoria_910,"El Salvador, América Central",0,0,es,Twitter Web App
371,Ya se acerca el partido de El Salvador contra México y yo sigo esperando deluvion por entradas del partido contra Estados Unidos 😡😡😡 @hugo_app @Defensoria_910,9/10/2021 17:46,1.43639E+18,William_Torres6,"San Salvador, El Salvador",1,1,es,Twitter for Android
372,"Ok amigos, les tenemos buenas noticias. 😍

Tenemos súper descuentos con @HuaweiMobileCo y delivery GRATIS con @hugo_app por sus compras en la #SuperWeek.

La  Huawei Band 6, que usualmente cuesta $69.99, esta a $49.99 😎👀

Y vale la pena ✅

https://t.co/mM96LfVDLX",9/10/2021 17:28,1.43638E+18,TechloverStore,,1,4,es,Twitter Web App
373,"@goter_sv Las Focas solo quieren sus $30 ""regalados"" para pedir Comida por Hugo App o comprar cervezas 😂😂😂 y después de usar el dinero muchos van a desinstalar la app de Chivo Wallet, un proyecto fallido del presi.",9/10/2021 16:21,1.43636E+18,JasonHo47702861,,3,10,es,Twitter for Android
374,"RT @DinantHN: ¿Sin súper para esta semana? ¡No te preocupes! Pide tus productos Dinant en tu app favorita hasta la puerta de tu casa. 😋
Rec…",9/10/2021 15:53,1.43636E+18,jpmena23,Tegucigalpa,1,0,es,Twitter Web App
375,"¿Sin súper para esta semana? ¡No te preocupes! Pide tus productos Dinant en tu app favorita hasta la puerta de tu casa. 😋
Recuerda que nos puedes encontrar en Ocho App, Hugo App y ahora en Sompopo Express. 🛵 https://t.co/k2LgNfwhCz",9/10/2021 15:52,1.43636E+18,DinantHN,Honduras,1,3,es,Twitter Web App
376,"RT @hugo_eddi: @JoseCuetoAservi Porque primero no se dedican a convencer a los congresistas comodines y convenidos de AP, APP, Podemos para…",9/10/2021 15:41,1.43635E+18,hugo_eddi,Lima-PERU,1,0,es,Twitter for Android
377,"@JoseCuetoAservi Porque primero no se dedican a convencer a los congresistas comodines y convenidos de AP, APP, Podemos para expulsar a todo el gobierno terrorista que esta hundiendo al.pais en la mierda comunista",9/10/2021 15:41,1.43635E+18,hugo_eddi,Lima-PERU,1,0,es,Twitter for Android
378,"Hugo Carvajal, conocido como el “Pollo Carvajal”, era prófugo de la Justicia y buscado para su extradición a Estados Unidos. https://t.co/JkNewiT1dk",9/10/2021 14:47,1.43634E+18,elpaisuy,"Montevideo, Uruguay",0,1,es,Integromat
379,"@fernandoniembro Qué decías de Messi, charlatán?
https://t.co/Ntok8hlMBm",9/10/2021 12:34,1.43631E+18,Hugo_Cotzco,,0,0,es,Twitter Web App
380,"@leofarinella qué decías de Messi? Pedí disculpas, charlatán
https://t.co/Ntok8hlMBm",9/10/2021 12:32,1.43631E+18,Hugo_Cotzco,,0,0,es,Twitter Web App
381,@flavioazzaro qué decías de Messi? https://t.co/Ntok8hlMBm,9/10/2021 12:31,1.43631E+18,Hugo_Cotzco,,0,0,es,Twitter Web App
382,"RT @jtsone: @Hugo_Alday @AlcaldesMexico @MaraLezama @AytoCancun @SriaTecBJ Y el mensaje es incorrecto,ya que desde que se lanzo la app ligu…",9/10/2021 3:58,1.43618E+18,jtsone,Cancún,1,0,es,Twitter for Android
383,"RT @jtsone: @Hugo_Alday @AlcaldesMexico @MaraLezama @AytoCancun @SriaTecBJ Uhmm de seguro no revisaron su app movil, tiene varias semanas(m…",9/10/2021 3:57,1.43618E+18,jtsone,Cancún,1,0,es,Twitter for Android
384,"@Hugo_Alday @AlcaldesMexico @MaraLezama @AytoCancun @SriaTecBJ Y el mensaje es incorrecto,ya que desde que se lanzo la app ligue mi cuenta a Fb,tenia registrados mis prediales y ademas consultaba estados de cuenta de otros predios,incluso inicie cambios de nombre y se terminaron en catastro.y por eso hoy no puedo registrar de nuevo mi..",9/10/2021 3:51,1.43618E+18,jtsone,Cancún,1,1,es,Twitter for Android
385,"@Hugo_Alday @AlcaldesMexico @MaraLezama @AytoCancun @SriaTecBJ Uhmm de seguro no revisaron su app movil, tiene varias semanas(meses)que no pagan o desconfiguraron la oauth para loguearse con FB,al fin que no quería pagar mis prediales,ni iniciar cambios de propietarios (lo unico que se puede hacer digital en ella). https://t.co/c8yzhp8xaZ",9/10/2021 3:44,1.43617E+18,jtsone,Cancún,1,3,es,Twitter for Android
386,@mpaulinac Paulina 😢 puedes enviarnos un DM explicando tu caso y con gusto te ayudaremos a solventar. No nos gusta que estés molesta con nosotros 🥺🙏🏼,9/9/2021 21:56,1.43609E+18,hugo_app,Centroamérica y El Caribe,0,0,es,Twitter for Android
387,@hugo_app el peor servicio🤮,9/9/2021 21:46,1.43608E+18,mpaulinac,#FAS ⚽  ,0,0,es,Twitter for iPhone
388,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 21:27,1.43608E+18,PIRI_UFRO,,8,0,es,Twitter for Android
389,Detenido Hugo “El Pollo” Carvajal en España (Video): null Descarga la app: https://t.co/PmZHWIMmhS,9/9/2021 20:48,1.43607E+18,hectorjperezm,Caracas-Venezuela,0,0,es,Twitter for Android
390,"RT @Rayados: 📲| ¡Ángel Valdez, estrena camiseta y posa en la cancha del BBVA, gracias a los Tiros Libres de la #AppRayados! ¡Felicidades!…",9/9/2021 20:27,1.43606E+18,Hugo_Puente,Monterrey NL,4,0,es,Twitter for iPhone
391,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 19:44,1.43605E+18,daruizzz,"Quito, Ecuador",8,0,es,Twitter for Android
392,Que mierda de app Hugo.,9/9/2021 19:14,1.43605E+18,InesRodas,,0,0,es,Twitter for iPhone
393,"RT @EvaBarreiroSP: ¡ESTA NOCHE! 
YA NO HAY NOUS - Eva B ft @LeoRizziMusic

Pre save: https://t.co/iKnRckmBNZ https://t.co/niiGisqng5",9/9/2021 19:03,1.43604E+18,eva_hugo_20,"Mendoza, Argentina",40,0,es,Twitter for Android
394,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 18:16,1.43603E+18,Ginfagran,"Buenos Aires, Argentina",8,0,es,Twitter for Android
395,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 18:16,1.43603E+18,spmagister,Chile,8,0,es,Twitter for Android
396,RT @TechloverStore: Les tenemos una sorpresa junto con @HuaweiLatam y @hugo_app 😍,9/9/2021 18:16,1.43603E+18,CarolMonroe,El Salvador,1,0,es,Twitter Web App
397,Les tenemos una sorpresa junto con @HuaweiLatam y @hugo_app 😍,9/9/2021 18:15,1.43603E+18,TechloverStore,,1,6,es,Twitter Web App
398,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 17:56,1.43603E+18,pancheliss,Santiago de Chile,8,0,es,Twitter for Android
399,"RT @ISCo_UNLa: ✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y…",9/9/2021 17:26,1.43602E+18,otlazpan2,,8,0,es,Twitter Web App
400,"✍️ ""Volver a pensar en salud: programas y territorios""

Conferencia Inaugural de la Maestría en Salud Pública Comunitaria y Desarrollo Local @spmagister de la @ufrontera a cargo de Hugo Spinelli, Director del @isco_unla

https://t.co/QJm1gASzNP",9/9/2021 17:25,1.43602E+18,ISCo_UNLa,"Remedios de Escalada, Lanús, Argentina",8,14,es,Twitter Web App
401,"RT @SPRMexico: #Recomendaciones | ¿Sabes qué es #ElYunque? Te invitamos a ver el capítulo de #ChamucoTv con @monerohernandez, @monerorape,…",9/9/2021 16:43,1.43601E+18,hugo_ortega1,,93,0,es,Twitter Web App
402,RT @MinutasLM: Ya nos puedes encontrar en @hugo_app  y pagar tus #Minutas con #bitcoins @chivowallet https://t.co/YUo6an0xBg,9/9/2021 14:37,1.43598E+18,M_ktherin,El Salvador,1,0,es,Twitter for Android
403,"@Hugo_Daniel_W @Silnari @1Pinipon Hola, alguien quiere ganarse $500? Sin descargar ninguna app,manden mp o wpp 3886825142🤪🤪🤪",9/9/2021 3:02,1.4358E+18,SolangeMendez16,"Jujuy, Argentina",0,0,es,Twitter for Android
404,"@AndyFailer Hay muchacho, para las personas con trabajos promedio como yo la app nos servirá de mucho , para transacciones varias , no necesariamente para comprar Bitcoin , se puede usar como Hugo pay, tigo money , etc...la cosa es dinamizar la economía",9/9/2021 2:20,1.43579E+18,Anel6580,,0,0,es,Twitter for Android
405,La app de Hugo se puso loca. Jaja,9/9/2021 1:49,1.43578E+18,BlancaDeCorazon,,0,0,es,Twitter for Android
406,@nayibbukele @chivowallet @GooglePlay Jajajaja mejor llámale a alguien de @hugo_app que te ayude,9/9/2021 1:28,1.43578E+18,robcepciom,El Salvador,0,0,es,Twitter for iPhone
407,"Hoy en #ElTablero 
LA INSEGURIDAD NO ES CASUALIDAD: Una mirada panóptica del conflicto social y de su correlato de violencia urbana, desde sus orígenes.

Invitados:
📌Hugo Pereira,investigador
📌José Amarilla, Experto en seg.e inteligencia

📺 Canal 15 y 615 HD
📲 App megacadena https://t.co/UhzW8ZJnTe",9/9/2021 0:50,1.43577E+18,megatvpy,,0,1,es,Twitter for iPhone
408,@chercherichard Se las mando por Hugo app,9/9/2021 0:48,1.43577E+18,LaChainiss0982,"Santa Tecla, El Salvador",0,1,es,Twitter for Android
409,Necesito que alguien sea mi Dealer de Stickers por Whats app 🥺🥺,9/8/2021 22:53,1.43574E+18,Hugo_RQ7,"Solidaridad, Quintana Roo",0,7,es,Twitter for iPhone
410,Que pereza ir al súper y es que en la app o Hugo no aparecen todos los productos :(,9/8/2021 22:31,1.43573E+18,sbummergirl,,0,0,es,Twitter for iPhone
411,Ya nos puedes encontrar en @hugo_app  y pagar tus #Minutas con #bitcoins @chivowallet https://t.co/YUo6an0xBg,9/8/2021 21:51,1.43572E+18,MinutasLM,"Santa Tecla, El Salvador",1,1,es,Twitter for Android
412,"@DraColita Ahh si, están en Hugo app.",9/8/2021 20:34,1.4357E+18,DaniaDguez,🇩🇴,0,0,es,Twitter for Android
