,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Place Info,Retweets,Favorites,Language,Source,Tweet Text_cln,Subjectivity,Polarity
0,"Oshawott community day?

Redownloading Pokemon Go right now",2021-09-19 20:33:22,1439689091373731844,hiccupasterisk,"Houston, TX",0,0,en,Twitter for Android,"Oshawott community day?

Redownloading Pokemon Go right now",0.5357142857142857,0.2857142857142857
1,RT @Nickwheee: Turned my characters into Pokemon trainers! Studying the Pokemon style actually taught me a lot about how I could better sim…,2021-09-19 20:33:21,1439689087993192449,MisterJulianArt,"Houston, TX",17,0,en,Twitter for iPhone,: Turned my characters into Pokemon trainers! Studying the Pokemon style actually taught me a lot about how I could better sim…,0.3,0.25
2,"Pokemon Kyurem vs the sword of Justice. 

Why does nobody talk about this film? 

It's a crime because it's really fun to watch, from the journey Keldeo goes on and, well just about everything Kyurem does this film is just a blast to watch. Super underrated film . #SamMovieWatch https://t.co/k6g24cCdED",2021-09-19 20:33:20,1439689083882778626,BewearRocket,,0,0,en,Twitter Web App,"Pokemon Kyurem vs the sword of Justice. 

Why does nobody talk about this film? 

It's a crime because it's really fun to watch, from the journey Keldeo goes on and, well just about everything Kyurem does this film is just a blast to watch. Super underrated film . SamMovieWatch ",0.43333333333333335,0.31666666666666665
3,"Reinstalled Pokemon go and uh i have a *few* legendaries 
The 2076 Giratina is a perfect 3 star lol https://t.co/C3dYimY429",2021-09-19 20:33:19,1439689081907261440,letter_co1,,0,0,en,Twitter for iPhone,"Reinstalled Pokemon go and uh i have a *few* legendaries 
The 2076 Giratina is a perfect 3 star lol ",0.6,0.5333333333333333
4,"If you join or return to Pokémon GO using my referral code 9WYBKBCHG, you’ll instantly get 100 Poké Balls, be able to earn special bonus items, and more. https://t.co/KzSoeei1Ub #pokemongo #niantic",2021-09-19 20:33:19,1439689078505492480,LOrdaz25,,0,0,en,Twitter for iPhone,"If you join or return to Pokémon GO using my referral code 9WYBKBCHG, you’ll instantly get 100 Poké Balls, be able to earn special bonus items, and more.  pokemongo niantic",0.5907738095238095,0.3392857142857143
5,RT @catface_otd: the :3 face character of the day is Momo from Pokemon! https://t.co/wCkcCNW9mV,2021-09-19 20:33:13,1439689053767622659,ceru_bii,💧❄🌻 | 🔥🌻 | ❄🌻 | 🍷🧪 ,93,0,en,Twitter Web App,_otd: the :3 face character of the day is Momo from Pokemon! ,1.0,0.625
6,"RT @VirtuousEffects: Winner Art for @AoiVino !!
Congrats and thanks again for participating. Thanks ever so much for your patience as well.…",2021-09-19 20:33:10,1439689043646746628,ArcanineRDSP,21 Essex Drive,7,0,en,Twitter for Android,": Winner Art for  !!
Congrats and thanks again for participating. Thanks ever so much for your patience as well.…",0.20000000000000004,0.20000000000000004
7,"@Phorone_S @ShimiMarui Ladles and Gentlemints of the Jury,

The prosecution would like to present you the Pokemon Anime S1E22, the episode with Haunter and Sabrina. In that episode, Haunter licks off his own eyes. HIS OWN EYES.

If it pleases the court, what would happen if Haunter LICK dat ass?",2021-09-19 20:33:07,1439689027758686210,HakuPamfer,"Seattle, Las Vegas, Anaheim",0,0,en,Twitter Web App,"_S  Ladles and Gentlemints of the Jury,

The prosecution would like to present you the Pokemon Anime S1E22, the episode with Haunter and Sabrina. In that episode, Haunter licks off his own eyes. HIS OWN EYES.

If it pleases the court, what would happen if Haunter LICK dat ass?",0.6666666666666666,0.39999999999999997
8,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:33:06,1439689024042643460,BrendanPais,6ix,602,0,en,Twitter for iPhone,: Hope you're stocked up on potions! 😫 ,0.0,0.0
9,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:33:03,1439689013900681217,ISSR89,,856,0,en,Twitter for Android,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
10,"RT @MartaDe72797055: My bby.

#sylveon #cute #cutebby #smol #digitalart #pokemon #pokemonart https://t.co/wD0PloMkcc",2021-09-19 20:33:01,1439689005034090496,FloofyLover,Alola,119,0,en,Twitter for Android,": My bby.

sylveon cute cutebby smol digitalart pokemon pokemonart ",1.0,0.5
11,RT @Bara_Izu: [ #ocart ] Sometimes you gotta do a self-indulgent doodle of your gijinkas and their pokemon counterparts- https://t.co/WdSCl…,2021-09-19 20:32:59,1439688995772977153,Bara_Izu,,6,0,en,Twitter for Android,_Izu: [ ocart ] Sometimes you gotta do a self-indulgent doodle of your gijinkas and their pokemon counterparts- ,1.0,-0.75
12,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:32:58,1439688991683534849,IntrinsicGames,Dressrosa,210,0,en,Alyssa_AI,: little guys Pokemon ,0.5,-0.1875
13,@ABitOddish They must have a heart attack when people cut packs in half. 🤣😂 I wonder if they throw fits every time Nate tosses a bird Pokemon card. Punching walls because someone across the country disrespects a 3 cent card they paid for. 🤣😂🤣,2021-09-19 20:32:56,1439688982959362052,AwesumGamesTCG,"Houston, TX",0,0,en,Twitter for Android, They must have a heart attack when people cut packs in half. 🤣😂 I wonder if they throw fits every time Nate tosses a bird Pokemon card. Punching walls because someone across the country disrespects a 3 cent card they paid for. 🤣😂🤣,0.16666666666666666,-0.16666666666666666
14,"RT @FrappeFizzy: Happy #PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

#Oshawott #Pokemon https://t.co/dfyvCNZy…",2021-09-19 20:32:53,1439688971462737920,MinatoFalcon,"Tucson, AZ",14,0,en,Twitter Web App,": Happy PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

Oshawott Pokemon ",0.8333333333333334,0.5416666666666666
15,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:32:52,1439688967801262084,AriZona_manB,,856,0,en,Twitter for iPhone,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
16,RT @catface_otd: the :3 face character of the day is Momo from Pokemon! https://t.co/wCkcCNW9mV,2021-09-19 20:32:52,1439688966727512072,himekiradou,,93,0,en,Twitter for Android,_otd: the :3 face character of the day is Momo from Pokemon! ,1.0,0.625
17,RT @bdangart: I... don't usually do #art for an audience #wip #pokemon https://t.co/NP3I1ENJ9R,2021-09-19 20:32:48,1439688949841076227,b_dangs,,1,0,en,Twitter for iPhone,: I... don't usually do art for an audience wip pokemon ,0.25,-0.25
18,"A new pokemon has been added to the pokedex

Meet Leaf, Blaze's ""adopted"" brother https://t.co/DcVYOx6nTw",2021-09-19 20:32:47,1439688947764957184,Malachite_sub2,,0,1,en,Twitter for Android,"A new pokemon has been added to the pokedex

Meet Leaf, Blaze's ""adopted"" brother ",0.45454545454545453,0.13636363636363635
19,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:32:47,1439688946846478345,leti__uchiha,Safe 4 any LGBTAIQP+ person 💜,210,0,en,Twitter for Android,: little guys Pokemon ,0.5,-0.1875
20,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:32:43,1439688927565082625,FrostFire14,"California, USA",856,0,en,Twitter for iPhone,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
21,"RT @PokemonOST: Slateport City, from Pokemon Omega Ruby and Alpha Sapphire (2014) https://t.co/R2aBtRUemj",2021-09-19 20:32:42,1439688924423729162,Yazzz964,L,976,0,en,Twitter for Android,": Slateport City, from Pokemon Omega Ruby and Alpha Sapphire (2014) ",0.0,0.0
22,I... don't usually do #art for an audience #wip #pokemon https://t.co/NP3I1ENJ9R,2021-09-19 20:32:42,1439688923140132869,bdangart,Canada,1,2,en,Twitter for iPhone,I... don't usually do art for an audience wip pokemon ,0.25,-0.25
23,RT @Touyarokii: I drew Hilbert &amp; Hilda to celebrate Pokemon B&amp;W’s 11th anniversary! 🎉✨ #BW11周年 https://t.co/k3U2E3DVf8,2021-09-19 20:32:41,1439688922100113409,SoraNeku,,185,0,en,Twitter for Android,: I drew Hilbert &amp; Hilda to celebrate Pokemon B&amp;W’s 11th anniversary! 🎉✨ BW11周年 ,0.0,0.0
24,"RT @FrappeFizzy: Happy #PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

#Oshawott #Pokemon https://t.co/dfyvCNZy…",2021-09-19 20:32:38,1439688908850270215,NasirWi39655938,"NYC, Manhattan",14,0,en,Twitter Web App,": Happy PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

Oshawott Pokemon ",0.8333333333333334,0.5416666666666666
25,"RT @PokemonMax: 🦅DONNYSINS GIVEAWAY🦅

Community #Pokemon giveaway that Donny wants to 🪝 you up with! 

2 lucky winners 😮‍💨

Rules: Follow @…",2021-09-19 20:32:37,1439688902944641028,channelboomboom,edin,238,0,en,Twitter for Android,": 🦅DONNYSINS GIVEAWAY🦅

Community Pokemon giveaway that Donny wants to 🪝 you up with! 

2 lucky winners 😮‍💨

Rules: Follow @…",0.4666666666666667,0.29166666666666663
26,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:32:34,1439688890814664705,Shugo__oguhS,,856,0,en,Twitter for iPhone,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
27,"A new beta for Gen 2 was leaked, and Perry The Platypus is definitely my favourite cut Pokémon from it. https://t.co/97c6EOUjmA",2021-09-19 20:32:34,1439688890319790083,pokemonbot___,Replies are manual (for now),0,0,en,"Cheap Bots, Done Quick!","A new beta for Gen 2 was leaked, and Perry The Platypus is definitely my favourite cut Pokémon from it. ",0.4772727272727273,0.06818181818181818
28,"RT @vivivoovoo: Jenny.
#OfficerJenny #Pokemon https://t.co/NusHT91hiv",2021-09-19 20:32:33,1439688888499544065,Latias4Ever,,464,0,en,Twitter for iPhone,": Jenny.
OfficerJenny Pokemon ",0.0,0.0
29,"(Also note that we don't even know if TCG Live is ""big news,"" it could simply be a rebranding. See @justinbasiltcg's article: https://t.co/Nt6sOnE9BR)",2021-09-19 20:32:33,1439688885819170817,pokebeach,"Los Angeles, CA",0,0,en,Twitter for Android,"(Also note that we don't even know if TCG Live is ""big news,"" it could simply be a rebranding. See 's article: ",0.319047619047619,0.04545454545454545
30,"RT @IntotheFrisson: Pokemon Trainer Nagi challenges you to a fight! 

#TWEWY #NTWEWY #NEOTwewy #poketwewy https://t.co/xvY3zv5N0O",2021-09-19 20:32:32,1439688881801023490,Scnicole68,"Los Angeles, CA",70,0,en,Twitter for Android,": Pokemon Trainer Nagi challenges you to a fight! 

TWEWY NTWEWY NEOTwewy poketwewy ",0.0,0.0
31,@bombsfall i'm definitely forgetting like 49 ethereal video game locations that rocked my noggin but the first one i thought of was verdanturf town from pokemon sapphire. it has clean air and little flowers blowing in the breeze. the song was a huge part of it: https://t.co/ZYFWa5D28x https://t.co/8QWM6iywpO,2021-09-19 20:32:30,1439688876210147335,_daydreamiie,27 • they • aka paopupuppy,0,0,en,Twitter for iPhone, i'm definitely forgetting like 49 ethereal video game locations that rocked my noggin but the first one i thought of was verdanturf town from pokemon sapphire. it has clean air and little flowers blowing in the breeze. the song was a huge part of it:  ,0.5555555555555556,0.07152777777777779
32,@Pokemon No literally !!!! Just battled her and it was crazy that dang Miltank,2021-09-19 20:32:30,1439688875333636098,jjusmaxx,Falling Up,0,0,en,Twitter for iPhone, No literally !!!! Just battled her and it was crazy that dang Miltank,0.9,-0.6
33,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:32:28,1439688865988681733,Mirisaur,Con mi Squirtle por ahí,210,0,en,Twitter for Android,: little guys Pokemon ,0.5,-0.1875
34,"Decided to splurge a bit and picked up one of those official Pokemon shirts in their Ariados design 🕸

Literally no idea where I'll ever wear it but hey that's tomorrow's problem https://t.co/2pZjKv7AoK",2021-09-19 20:32:27,1439688861844660227,PNDMustard,England,0,4,en,Twitter for Android,"Decided to splurge a bit and picked up one of those official Pokemon shirts in their Ariados design 🕸

Literally no idea where I'll ever wear it but hey that's tomorrow's problem ",0.0,0.0
35,"Just ordered piplup from the Pokémon Center. I used to have when was 10, but lost him. NOW I AWAIT HIS ARRIVAL I'M SO HAPPY TO HAVE HIM AGAIN AHHHHH!!!!!!",2021-09-19 20:32:26,1439688856203300868,BatzCoven,,0,0,en,Twitter for Android,"Just ordered piplup from the Pokémon Center. I used to have when was 10, but lost him. NOW I AWAIT HIS ARRIVAL I'M SO HAPPY TO HAVE HIM AGAIN AHHHHH!!!!!!",0.55,0.45
36,RT @ChikoritaCheez: Female traveling companions and their adorable Pokemon who mostly stay outside their pokeballs https://t.co/WpAptU3V0O,2021-09-19 20:32:25,1439688854957555712,AmariStrawberry,,4,0,en,Twitter Web App,: Female traveling companions and their adorable Pokemon who mostly stay outside their pokeballs ,0.4291666666666667,0.25
37,"RT @FrappeFizzy: Happy #PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

#Oshawott #Pokemon https://t.co/dfyvCNZy…",2021-09-19 20:32:24,1439688850276716545,Gabkip258,he/she | read da carrd byf!,14,0,en,Twitter for Android,": Happy PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

Oshawott Pokemon ",0.8333333333333334,0.5416666666666666
38,"@EelektrosSpheal @Espillionstorm Don't slander the best pokemon experience cause Gamefreak was slaving away too much. The correct timeline would be as follows:
2016: Z
2017: Sun/Moon
2018: Ultra Sun/Moon 
2019: Let's GO [Spring] SWSH [Fall]",2021-09-19 20:32:24,1439688848192069633,Eldarado69,"Melemele Island, Alola",0,1,en,Twitter Web App,"  Don't slander the best pokemon experience cause Gamefreak was slaving away too much. The correct timeline would be as follows:
2016: Z
2017: Sun/Moon
2018: Ultra Sun/Moon 
2019: Let's GO [Spring] SWSH [Fall]",0.25,0.6
39,RT @biyu_draws: spoopy pokemon patterns!! 👻 https://t.co/HvILjmUjdE,2021-09-19 20:32:23,1439688844346003462,b0yskylark,He/Him- contact on website! ,1553,0,en,Twitter Web App,_draws: spoopy pokemon patterns!! 👻 ,0.0,0.0
40,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:32:22,1439688842601287681,louis_craw,,856,0,en,Twitter for Android,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
41,"@Cacilie_Blaas @EliseDuBois99 No, you play a Pokémon raid with seconds to spare",2021-09-19 20:32:22,1439688842005540864,viajeramyra,France,0,0,en,Twitter for iPhone,"_Blaas  No, you play a Pokémon raid with seconds to spare",0.0,0.0
42,@SkyTeaa @Pokemon That's so cute!!!!,2021-09-19 20:32:22,1439688841045159937,Capri_Glows,,0,0,en,Twitter for iPhone,  That's so cute!!!!,1.0,1.0
43,"RT @coolygug: Continuing on this week, here are fighters #07 and 08, Smash Ultimate Fox and Pikachu in their Brawl render poses! #Blender3D…",2021-09-19 20:32:22,1439688839325487104,IntrinsicGames,Dressrosa,86,0,en,Alyssa_AI,": Continuing on this week, here are fighters 07 and 08, Smash Ultimate Fox and Pikachu in their Brawl render poses! Blender3D…",1.0,0.0
44,"RT @Darksilvania: #WIP KROELIAN HONEDGE, KROELIAN DOUBLADE &amp; GASHINIGAMI (Ghost/Dark)
Based in sickles &amp; scythes, as well as restless ghost…",2021-09-19 20:32:21,1439688837421273089,Yuycia,,29,0,en,Twitter Web App,": WIP KROELIAN HONEDGE, KROELIAN DOUBLADE &amp; GASHINIGAMI (Ghost/Dark)
Based in sickles &amp; scythes, as well as restless ghost…",0.0,0.0
45,"RT @coolygug: Continuing on this week, here are fighters #07 and 08, Smash Ultimate Fox and Pikachu in their Brawl render poses! #Blender3D…",2021-09-19 20:32:20,1439688834485133315,Discovertech3,Internet,86,0,en,tech-tweet487,": Continuing on this week, here are fighters 07 and 08, Smash Ultimate Fox and Pikachu in their Brawl render poses! Blender3D…",1.0,0.0
46,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:32:19,1439688828395180040,hound_dex,"Lambayeque, Peru",602,0,en,Twitter Web App,: Hope you're stocked up on potions! 😫 ,0.0,0.0
47,"RT @pixelpeninja: Press A to give the opponent a bit more skill than a Pokemon. 

#SmashVeemon https://t.co/MlLO8ngqJU",2021-09-19 20:32:17,1439688821709414405,TwilightVolt,"North Carolina, USA",120,0,en,Twitter Web App,": Press A to give the opponent a bit more skill than a Pokemon. 

SmashVeemon ",0.5,0.5
48,@Pokemon HANS GET THE FLAMMENWERFER,2021-09-19 20:32:17,1439688820908302340,LordTurtle1612,Keller,0,0,en,Twitter Web App, HANS GET THE FLAMMENWERFER,0.0,0.0
49,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:32:16,1439688815472365568,PoweredByEcchi,"Los Angeles, CA",210,0,en,Twitter Web App,: little guys Pokemon ,0.5,-0.1875
50,"Amazon [$62.23]: Pokemon Trading Card Game - SAS7 Evolving Skies - Elite Trainer Box - Orange

🛒 https://t.co/wRUooZcOOb

https://t.co/SQJnw9njwL

#pokemonTGC ⏰ 15:32:15",2021-09-19 20:32:15,1439688812179951616,OopsAllDrops,,0,0,en,Oops Bot,"Amazon [$62.23]: Pokemon Trading Card Game - SAS7 Evolving Skies - Elite Trainer Box - Orange

🛒 



pokemonTGC ⏰ 15:32:15",0.4,-0.4
51,"#pokefriends #pokefriend #pokemongo 7589 4362 8143
Pokemon Go Friend Code https://t.co/yBD72YaUMC",2021-09-19 20:32:14,1439688807817883648,arqhugo,,0,0,en,Tweetbot for iΟS,"pokefriends pokefriend pokemongo 7589 4362 8143
Pokemon Go Friend Code ",0.0,0.0
52,@ourokronii as dawn from pokemon would say no need worry hope you make it fun and such Kronii-chan routing for you all,2021-09-19 20:32:14,1439688807259983879,TempestDriver,"England, United Kingdom",0,0,en,Twitter for Android, as dawn from pokemon would say no need worry hope you make it fun and such Kronii-chan routing for you all,0.35,0.15
53,"Damn it need some serotonin 
And they were sold out of pokemon cards at game stop 🙁",2021-09-19 20:32:14,1439688806530179079,khalifaboa,taylor gang or diee,0,0,en,Twitter for Android,"Damn it need some serotonin 
And they were sold out of pokemon cards at game stop 🙁",0.4,-0.4
54,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:32:13,1439688802180739081,jjusmaxx,Falling Up,602,0,en,Twitter for iPhone,: Hope you're stocked up on potions! 😫 ,0.0,0.0
55,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:32:11,1439688794979065860,SwampiPokeBand,"Barcelona, España",856,0,en,Twitter for iPhone,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
56,RT @SkyTeaa: Been working on this cutie for a few days! For the @Pokemon TCG illustration contest! I love how it’s coming out! WIP https://…,2021-09-19 20:32:10,1439688791665618945,Capri_Glows,,6,0,en,Twitter for iPhone,: Been working on this cutie for a few days! For the  TCG illustration contest! I love how it’s coming out! WIP ,0.35,0.15625
57,COLLECTIBLES:  Pokemon PSA 10 1st Edition RARE Japanese Charizard CP6 - GEM MINT 💎 - Beautiful https://t.co/lOYxstL48d https://t.co/EfcNnx0TV3,2021-09-19 20:32:09,1439688786430943234,paincorprf,"Corona, CA",0,0,en,dlvr.it,COLLECTIBLES:  Pokemon PSA 10 1st Edition RARE Japanese Charizard CP6 - GEM MINT 💎 - Beautiful  ,0.6333333333333333,0.3833333333333333
58,RT @Touyarokii: I drew Hilbert &amp; Hilda to celebrate Pokemon B&amp;W’s 11th anniversary! 🎉✨ #BW11周年 https://t.co/k3U2E3DVf8,2021-09-19 20:32:08,1439688784371597315,Touyarokii,,185,0,en,Twitter for iPhone,: I drew Hilbert &amp; Hilda to celebrate Pokemon B&amp;W’s 11th anniversary! 🎉✨ BW11周年 ,0.0,0.0
59,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:32:07,1439688777090273284,freddie_now,日本,602,0,en,Twitter for iPhone,: Hope you're stocked up on potions! 😫 ,0.0,0.0
60,"If you dont cry during the first pokemon movie, you have no soul",2021-09-19 20:32:07,1439688776163418118,DamianCross16,The Internet,0,0,en,Twitter for Android,"If you dont cry during the first pokemon movie, you have no soul",0.3333333333333333,0.25
61,COLLECTIBLES:  Psa 10 Lapras Embossed Meiji Promo Pokemon Card Promo Gem Mint Pop 4 SUPER RARE! https://t.co/jFk0ouYtiV https://t.co/aOTZBP842g,2021-09-19 20:32:05,1439688768487759872,paincorprf,"Corona, CA",0,0,en,dlvr.it,COLLECTIBLES:  Psa 10 Lapras Embossed Meiji Promo Pokemon Card Promo Gem Mint Pop 4 SUPER RARE!  ,0.7833333333333333,0.35416666666666663
62,"RT @DrLavaYT: Pokemon Origins:

In Gen 1, Tajiri made it so the first thing you see is your mom watching Stand By Me on TV. According to Sh…",2021-09-19 20:32:03,1439688763094061059,Snivy_JCG,,137,0,en,Twitter for Android,": Pokemon Origins:

In Gen 1, Tajiri made it so the first thing you see is your mom watching Stand By Me on TV. According to Sh…",0.3333333333333333,0.25
63,"RT @JanFreedman: BEAUTIFUL leafy sea dragon. It's not a Pokémon, it's real. 

These guys live off the coast of Australia, and the 'leafy' g…",2021-09-19 20:32:02,1439688757389709313,Dr_MTaylor,"Colchester, England",124,0,en,Twitter for iPhone,": BEAUTIFUL leafy sea dragon. It's not a Pokémon, it's real. 

These guys live off the coast of Australia, and the 'leafy' g…",0.6,0.3954545454545455
64,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:32:01,1439688754999009280,fredd_walk,"Itajubá, MG - Brasil",387,0,en,Twitter for Android,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
65,RT @biyu_draws: spoopy pokemon patterns!! 👻 https://t.co/HvILjmUjdE,2021-09-19 20:31:59,1439688742541750277,shamelesscyn,Earth 616,1553,0,en,Twitter for Android,_draws: spoopy pokemon patterns!! 👻 ,0.0,0.0
66,"@KEEMSTAR Announcement: 
Pokemon: A New Era - The Series (Official TV show) ???",2021-09-19 20:31:55,1439688725898928130,MrIvanCross,"Coralville, IA",0,0,en,Twitter for Android," Announcement: 
Pokemon: A New Era - The Series (Official TV show) ???",0.45454545454545453,0.13636363636363635
67,RT @coolgirl0nline: if i had a baby I would inject it with steroids until it became ripped enough to defend me like a small Pokémon,2021-09-19 20:31:53,1439688721394278406,maddisawn,"Oceanside, CA",3992,0,en,Twitter for iPhone,: if i had a baby I would inject it with steroids until it became ripped enough to defend me like a small Pokémon,0.45,-0.125
68,"RT @_lilnoot: im seriously so proud of this recent commission 😭💙

it was my first time doing such a detailed interior background. im really…",2021-09-19 20:31:50,1439688705590153218,GeesemanX,N/A,35,0,en,Twitter for Android,"@_lilnoot: im seriously so proud of this recent commission 😭💙

it was my first time doing such a detailed interior background. im really…",0.5666666666666667,0.29000000000000004
69,RT @maddestmao: it marnie pokemon https://t.co/0T89nyUAWE,2021-09-19 20:31:48,1439688696983433217,AdrianFudo,Brasil,648,0,en,Twitter for Android,: it marnie pokemon ,0.0,0.0
70,RT @buildabear: BACK IN STOCK! Make waves with Vaporeon today! Take your lineup overboard with this adorable Water-type Pokémon plush – now…,2021-09-19 20:31:45,1439688687789412352,DrSkittle,I don't use this site as much,600,0,en,Twitter Web App,: BACK IN STOCK! Make waves with Vaporeon today! Take your lineup overboard with this adorable Water-type Pokémon plush – now…,0.3833333333333333,0.08333333333333333
71,RT @SheasonFisher: @ayyk92 @Valestrider Reminds me of my favorite bit of Pokemon Discourse™ https://t.co/A3GNZQpR9U,2021-09-19 20:31:44,1439688679841153025,ben_schachterle,"Denver, CO",191,0,en,Twitter for Android,:   Reminds me of my favorite bit of Pokemon Discourse™ ,1.0,0.5
72,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:31:42,1439688673050730498,lucchi_asakura,somewhere drinking coffee ☕,210,0,en,Twitter for Android,: little guys Pokemon ,0.5,-0.1875
73,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:31:41,1439688670387351564,naideraid,"Iowa, USA",210,0,en,Twitter Web App,: little guys Pokemon ,0.5,-0.1875
74,RT @catface_otd: the :3 face character of the day is Momo from Pokemon! https://t.co/wCkcCNW9mV,2021-09-19 20:31:41,1439688669170909186,KDAEkko,"North Carolina, USA",93,0,en,Twitter for iPhone,_otd: the :3 face character of the day is Momo from Pokemon! ,1.0,0.625
75,"RT @vivivoovoo: Jenny.
#OfficerJenny #Pokemon https://t.co/NusHT91hiv",2021-09-19 20:31:39,1439688659796693000,Zeabel_TGK,,464,0,en,Twitter for Android,": Jenny.
OfficerJenny Pokemon ",0.0,0.0
76,RT @0takumanSims: Selene from Pokemon Sun and Moon. She has a well thought out name~ https://t.co/ZBucWJj2rB,2021-09-19 20:31:37,1439688653781929984,SunnyLionX,Somewhere Technically,3,0,en,Twitter Web App,: Selene from Pokemon Sun and Moon. She has a well thought out name~ ,0.0,0.0
77,"RT @PokemonOST: Snowpoint City (Night), from Pokémon Diamond, Pearl and Platinum (2006) https://t.co/f91ixrIsZn",2021-09-19 20:31:36,1439688647473876993,Yazzz964,L,1921,0,en,Twitter for Android,": Snowpoint City (Night), from Pokémon Diamond, Pearl and Platinum (2006) ",0.0,0.0
78,RT @dernooks: Another one for my underappreciated Pokémon series: Bastiodon :) https://t.co/VxEAFp4sv4,2021-09-19 20:31:32,1439688632764354561,ElpatoLegenda,,482,0,en,Twitter for Android,: Another one for my underappreciated Pokémon series: Bastiodon :) ,1.0,0.5
79,jigglypuff is a good pokemon,2021-09-19 20:31:30,1439688624006701057,almostdecentbot,,0,0,en,"Cheap Bots, Done Quick!",jigglypuff is a good pokemon,0.6000000000000001,0.7
80,honestly don't get why people still want mean rivals in pokemon. like usually it's already established that you're friends with them and even if it isn't why on earth would some kid be mean to someone else for no reason at all? also remember the target audience is still children.,2021-09-19 20:31:29,1439688617119686656,coochlaboratory,,0,0,en,Twitter for Android,honestly don't get why people still want mean rivals in pokemon. like usually it's already established that you're friends with them and even if it isn't why on earth would some kid be mean to someone else for no reason at all? also remember the target audience is still children.,0.63125,-0.06875
