,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Location Info,Retweets,Favorites,Language,Source,Tweet Text_cln,Subjectivity,Polarity
0,"@asdominguez_ @PizzaHutSV @hugo_app Sofi, yo compré unas entradas para uno de los partidos de la Selecta, y los de @hugo_app también me hicieron un doble cobro, no me dieron las entradas, y me han dado mil excusas desde hace un mes y medio para no devolverme el dinero. Y créeme que no fueron $10 pesos. 😂😡",2021-09-19 03:41:31,1439434453793771525,guillermolopezv,"San Salvador, El Salvador",0,0,es,Twitter for Android,"_  _app Sofi, yo compré unas entradas para uno de los partidos de la Selecta, y los de _app también me hicieron un doble cobro, no me dieron las entradas, y me han dado mil excusas desde hace un mes y medio para no devolverme el dinero. Y créeme que no fueron $10 pesos. 😂😡",0.0,0.0
1,En estos momento odio a @PizzaHutSV por que no me hacen mi reembolso después de 3 meses y medio y a @hugo_app por que me hacen doble cobro en mi tarjeta 🙂,2021-09-19 03:10:53,1439426745149632516,asdominguez_,,0,7,es,Twitter for Android,En estos momento odio a  por que no me hacen mi reembolso después de 3 meses y medio y a _app por que me hacen doble cobro en mi tarjeta 🙂,0.0,0.0
2,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-19 02:57:41,1439423420689752064,benavides_funez,Honduras ,28,0,es,Twitter Web App,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",0.0,0.0
3,RT @NacionOlimpista: Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  @hugo_app sabe cómo hacerlo ⚽️😅 https://t.co/ZSZi0g9vvo,2021-09-19 00:00:44,1439378892234674188,JulioCMoreno14,Spirit In The Sky,2,0,es,Twitter for Android,: Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  _app sabe cómo hacerlo ⚽️😅 ,0.0,0.0
4,RT @NacionOlimpista: Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  @hugo_app sabe cómo hacerlo ⚽️😅 https://t.co/ZSZi0g9vvo,2021-09-18 23:16:52,1439367852801282048,edwincoleman,,2,0,es,Twitter for Android,: Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  _app sabe cómo hacerlo ⚽️😅 ,0.0,0.0
5,Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  @hugo_app sabe cómo hacerlo ⚽️😅 https://t.co/ZSZi0g9vvo,2021-09-18 23:14:08,1439367161953366017,NacionOlimpista,Honduras,2,16,es,Twitter for iPhone,Bailar al ritmo de la hinchada 🎵🎶 y entregar a tiempo.☑️🤙🏼  _app sabe cómo hacerlo ⚽️😅 ,0.0,0.0
6,@fesfut_sv @hugo_app cuando o donde saldrán a la venta los boletos para el partido de @LaSelecta_SLV vs @miseleccionmx en octubre.,2021-09-18 22:20:47,1439353737227784196,nestor7911,El Salvador,0,0,es,Twitter for iPhone,_sv _app cuando o donde saldrán a la venta los boletos para el partido de _SLV vs  en octubre.,0.0,0.0
7,¿Ya vieron todos los modelos de Wacom que tenemos disponibles?  Pídelo por @hugo_app llega en 30 minutos. @WacomEspanol  #LocompreenAsit #intuos https://t.co/2WsqjWCBPf,2021-09-18 20:11:35,1439321225004789768,ASIT_SV,San Salvador,0,3,es,Twitter for Android,¿Ya vieron todos los modelos de Wacom que tenemos disponibles?  Pídelo por _app llega en 30 minutos.   LocompreenAsit intuos ,0.0,0.0
8,"Este es el de hoy: 

103 días desde que me robaron 😠😠😠😠 HÁGANSE RESPONSABLES HIJOS DE PUTA SI LES SOBRA EL DINERO @hugo_app",2021-09-18 17:16:23,1439277132815998988,oscarflores8_,Latinoamérica,0,0,es,Twitter for iPhone,"Este es el de hoy: 

103 días desde que me robaron 😠😠😠😠 HÁGANSE RESPONSABLES HIJOS DE PUTA SI LES SOBRA EL DINERO _app",0.0,0.0
9,dejen de robarle a la gente @hugo_app,2021-09-18 17:14:57,1439276772139405326,oscarflores8_,Latinoamérica,0,0,es,Twitter for iPhone,dejen de robarle a la gente _app,0.0,0.0
10,"Se me había olvidado así que les van varios de un solo: 

PÁGUENME HIJOS DE PUTA @hugo_app",2021-09-18 17:14:12,1439276582959554567,oscarflores8_,Latinoamérica,0,0,es,Twitter for iPhone,"Se me había olvidado así que les van varios de un solo: 

PÁGUENME HIJOS DE PUTA _app",0.0,0.0
11,"No pares, sigue sigue 🎶

Seguimos haciendo sus envíos por @hugo_app.

Abiertos hasta las 09:00 P.M. 🤩 https://t.co/udISgZvVuX",2021-09-17 02:35:18,1438693012914200582,TechloverStore,,0,5,es,Twitter for Android,"No pares, sigue sigue 🎶

Seguimos haciendo sus envíos por _app.

Abiertos hasta las 09:00 P.M. 🤩 ",0.0,0.0
12,"@hugo_app como siempre de irresponsables, el banco solicita una carta por el proceso de devolución por el pedido que ustedes me cobraron y no enviaron.
Y hasta terminaron bloqueandome. Nunca enviaron nada. @Defensoria_910 como pueden trabajar este tipo de empresas IRRESPONSABLES https://t.co/Vwh4u4bmYo",2021-09-16 17:42:32,1438558937914167299,Lilypop___,"San Salvador, El Salvador",0,1,es,Twitter for iPhone,"_app como siempre de irresponsables, el banco solicita una carta por el proceso de devolución por el pedido que ustedes me cobraron y no enviaron.
Y hasta terminaron bloqueandome. Nunca enviaron nada. _910 como pueden trabajar este tipo de empresas IRRESPONSABLES ",0.0,0.0
13,"@hn_carlos @R_Villeda @hugo_app Lo q te quiero decir es q Olimpia con los Villeda, Ferrari etc NO NECESITA MANCHAR LA CAMISA con tanta publicidad es mi forma de ver, podrian hacer acuerdos comerciales de otra forma",2021-09-16 10:27:38,1438449490999095297,17moises17,Honduras,0,0,es,Twitter for Android,"_carlos _Villeda _app Lo q te quiero decir es q Olimpia con los Villeda, Ferrari etc NO NECESITA MANCHAR LA CAMISA con tanta publicidad es mi forma de ver, podrian hacer acuerdos comerciales de otra forma",0.0,0.0
14,"100 días. Increíble 

Ojalá PedidosYa les quite el negocio @hugo_app",2021-09-16 02:35:39,1438330711430340610,oscarflores8_,Latinoamérica,0,1,es,Twitter for iPhone,"100 días. Increíble 

Ojalá PedidosYa les quite el negocio _app",0.0,0.0
15,"Llegué al punto de quitarles el permiso de notificaciones, si joden ustedes @hugo_app",2021-09-15 23:11:54,1438279437393571859,JulioF_2012,Where Amazing Happens.,0,5,es,Twitter for iPhone,"Llegué al punto de quitarles el permiso de notificaciones, si joden ustedes _app",0.0,0.0
16,@kassmayorga @hugo_app Puras doñitas nosotros emocionados por compras del super jajaja,2021-09-15 22:19:49,1438266331598569474,unguanacoentgu,Honduras,0,0,es,Twitter for Android, _app Puras doñitas nosotros emocionados por compras del super jajaja,0.6666666666666666,0.3333333333333333
17,@unguanacoentgu @hugo_app Jajaja me encanta amigo🛒💜🛒💜,2021-09-15 22:13:55,1438264846810763264,kassmayorga,Honduras,0,0,es,Twitter for iPhone, _app Jajaja me encanta amigo🛒💜🛒💜,0.0,0.0
18,"@17moises17 @R_Villeda @hugo_app La camiseta como la del Atlas sí que lastima la identidad del club porque no tiene nada que ver con nuestros colores, igual fue cuando le pusieron la banda; muchos desaciertos.",2021-09-15 22:08:51,1438263568923828226,hn_carlos,,0,0,es,Twitter Web App," _Villeda _app La camiseta como la del Atlas sí que lastima la identidad del club porque no tiene nada que ver con nuestros colores, igual fue cuando le pusieron la banda; muchos desaciertos.",0.0,0.0
19,@kassmayorga @hugo_app Ya pedí a Diprova y a la Colonia ya hice mi super jajaja,2021-09-15 22:04:07,1438262380761387016,unguanacoentgu,Honduras,0,2,es,Twitter for Android, _app Ya pedí a Diprova y a la Colonia ya hice mi super jajaja,0.6666666666666666,0.3333333333333333
20,@kassmayorga @hugo_app Genial ya pido,2021-09-15 21:15:07,1438250047909531653,unguanacoentgu,Honduras,0,0,es,Twitter for Android, _app Genial ya pido,0.0,0.0
21,@unguanacoentgu @hugo_app En toditos 🛒,2021-09-15 21:14:53,1438249988425977860,kassmayorga,Honduras,0,1,es,Twitter for iPhone, _app En toditos 🛒,0.0,0.0
22,@kassmayorga @hugo_app De que super? O de todos en la categoría super mercado,2021-09-15 21:14:25,1438249872872837124,unguanacoentgu,Honduras,0,0,es,Twitter for Android, _app De que super? O de todos en la categoría super mercado,0.6666666666666666,0.3333333333333333
23,"Ey, hay 50% de descuento en sus compras arriba de L1,500 en la categoría de Supermercados en @hugo_app 🇭🇳💜 aprovechen que todavía pueden pedir! #consejosdedoñakass https://t.co/N0JuCA8wwf",2021-09-15 21:10:07,1438248789962366982,kassmayorga,Honduras,0,2,es,Twitter for iPhone,"Ey, hay 50% de descuento en sus compras arriba de L1,500 en la categoría de Supermercados en _app 🇭🇳💜 aprovechen que todavía pueden pedir! consejosdedoñakass ",0.0,0.0
24,"@hn_carlos @R_Villeda @hugo_app Supones mal, lo digo no por la empresa hugo sino por como cada vez mas esa camisa va pareciendo valla publicitaria Olimpia no necesita Mancharla si quiere patrocinadores q  lo hagan de otra forma",2021-09-15 21:03:13,1438247052761354242,17moises17,Honduras,0,0,es,Twitter for Android,"_carlos _Villeda _app Supones mal, lo digo no por la empresa hugo sino por como cada vez mas esa camisa va pareciendo valla publicitaria Olimpia no necesita Mancharla si quiere patrocinadores q  lo hagan de otra forma",0.0,0.0
25,"@hugo_app para cuando tendrán integración para pagos con bitcoin? Bitrefill no es integración, eso es un servicio externo.",2021-09-15 20:41:28,1438241578183757828,palvarezSV,Santa Rosa De Lima,0,0,es,Twitter for iPad,"_app para cuando tendrán integración para pagos con bitcoin? Bitrefill no es integración, eso es un servicio externo.",0.0,0.0
26,"@hugo_app Lo correcto es la primera SuperApp y no la primer SuperApp.

Corríjanlo.",2021-09-15 15:58:20,1438170326341402630,hn_carlos,,0,0,es,Twitter Web App,"_app Lo correcto es la primera SuperApp y no la primer SuperApp.

Corríjanlo.",0.0,0.0
27,"@17moises17 @R_Villeda Supongo que lo dices porque parece un nombre de persona. Creo que mejor debieron imprimirle @hugo_app 

Todavía podrían estar a tiempo. 

Hugo enmedio del círculo morado también, aunque quitaría bastante espacio si algún día quisieran ponerle más patrocinadores.

Buen día.",2021-09-15 15:55:56,1438169723833917442,hn_carlos,,0,0,es,Twitter Web App," _Villeda Supongo que lo dices porque parece un nombre de persona. Creo que mejor debieron imprimirle _app 

Todavía podrían estar a tiempo. 

Hugo enmedio del círculo morado también, aunque quitaría bastante espacio si algún día quisieran ponerle más patrocinadores.

Buen día.",0.0,0.0
28,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 15:24:17,1438161757051174915,luracruz,,12,0,es,Twitter for Android,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
29,"Este 15 de septiembre queremos decirles que AMAMOS EL SALVADOR. Y que apoyamos lo local. 

Por eso nuestras plataformas principales son @hugo_app y @tuyoapp_. Plataformas hechas con amor en El Salvador. 🇸🇻",2021-09-15 15:14:49,1438159374560735237,TechloverStore,,0,4,es,Twitter Web App,"Este 15 de septiembre queremos decirles que AMAMOS EL SALVADOR. Y que apoyamos lo local. 

Por eso nuestras plataformas principales son _app y _. Plataformas hechas con amor en El Salvador. 🇸🇻",0.0,0.0
30,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",2021-09-15 06:50:18,1438032408247472130,DennisFernnde10,Barrio La Leona Honduras ,13,0,es,Twitter for Android,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",0.0,0.0
31,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-15 06:46:23,1438031422711816193,DennisFernnde10,Barrio La Leona Honduras ,28,0,es,Twitter for Android,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",0.0,0.0
32,@CDOlimpia @hugo_app Que empresa ocupaba ese espacio en la camisa o estaba vacío el espacio?,2021-09-15 06:18:19,1438024361785581575,Ivan_E17,,0,0,es,Twitter for iPhone, _app Que empresa ocupaba ese espacio en la camisa o estaba vacío el espacio?,0.0,0.0
33,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 06:12:48,1438022971248058368,_CarlosJossue,Honduras,12,0,es,Twitter for iPhone,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
34,@FunesHade @NacionOlimpista @hugo_app @_leo10hd  tal vez así la compras,2021-09-15 05:23:05,1438010463015555072,bnsho10,"Tegucigalpa, Honduras",0,0,es,Twitter for iPhone,  _app @_leo10hd  tal vez así la compras,0.0,0.0
35,@NacionOlimpista @hugo_app Mas vale ke no hay ningun jugador que c llame hugo xke seria problema jaja,2021-09-15 04:58:21,1438004235673776128,marcosandino22,,0,0,es,Twitter for Android, _app Mas vale ke no hay ningun jugador que c llame hugo xke seria problema jaja,0.0,0.0
36,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",2021-09-15 04:35:18,1437998437883068420,Sixto_Aguero7,Honduras,13,0,es,Twitter for Android,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",0.0,0.0
37,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 04:33:08,1437997890186760195,Edwinatorres01,Tegucigalpa Honduras,12,0,es,Twitter for Android,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
38,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 04:18:10,1437994125584965634,aliskander81,,12,0,es,Twitter for iPhone,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
39,@hugo_app Por que en ingles?,2021-09-15 03:50:12,1437987087865860099,gavelar22,El Salvador,0,1,es,Twitter for iPhone,_app Por que en ingles?,0.0,0.0
40,"@R_Villeda @CDOlimpia @hugo_app Excelente fichaje, ayuda mucho un patrocinio en la pandemia que aún sigue, felicidades presi!",2021-09-15 03:34:00,1437983010067030017,JulioCMoreno14,Spirit In The Sky,0,0,es,Twitter Web App,"_Villeda  _app Excelente fichaje, ayuda mucho un patrocinio en la pandemia que aún sigue, felicidades presi!",0.0,0.0
41,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 02:39:20,1437969253567696900,195Cesar,,12,0,es,Twitter for iPhone,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
42,¿Alguien sabe que le pasa a @hugo_app? Llevo más de 1 hora esperando una orden y soy el 150° en la fila en atención al cliente 😔,2021-09-15 02:38:55,1437969145279225857,progre4life,In my head,0,1,es,Twitter for Android,¿Alguien sabe que le pasa a _app? Llevo más de 1 hora esperando una orden y soy el 150° en la fila en atención al cliente 😔,0.0,0.0
43,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-15 02:15:08,1437963160447819783,_Olimpistahn,Honduras ,28,0,es,Twitter for Android,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",0.0,0.0
44,"@hugo_app espero que por aqui me envian la carta que mi banco les solicito para que me reintegren los intereses de mi tarjeta, ya que me ha tocado ir a buscarlos a sus oficinas para ello. Acaso debo notificarle al banco que ustedes ni eso quieren hacer? @Defensoria_910",2021-09-15 01:27:22,1437951140314898435,Lilypop___,"San Salvador, El Salvador",0,0,es,Twitter for iPhone,"_app espero que por aqui me envian la carta que mi banco les solicito para que me reintegren los intereses de mi tarjeta, ya que me ha tocado ir a buscarlos a sus oficinas para ello. Acaso debo notificarle al banco que ustedes ni eso quieren hacer? _910",0.0,0.0
45,Estoy así 👌🏼 de borrar @hugo_app,2021-09-15 01:26:47,1437950992960602114,TaniaMaguilar,,0,0,es,Twitter for iPhone,Estoy así 👌🏼 de borrar _app,0.0,0.0
46,@NacionOlimpista @hugo_app @CDOlimpia Me pueden aclarar el punto 2 ? Ósea que ya no se venderían boletos por Tengo ? Para partidos de local ? 😅,2021-09-15 00:51:10,1437942031205212164,AJLG10,Honduras ,0,1,es,Twitter for iPhone, _app  Me pueden aclarar el punto 2 ? Ósea que ya no se venderían boletos por Tengo ? Para partidos de local ? 😅,0.0,0.0
47,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,2021-09-15 00:50:04,1437941753147973642,JulioCMoreno14,Spirit In The Sky,4,0,es,Twitter for Android,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,0.0,0.0
48,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 00:50:01,1437941742037241861,JulioCMoreno14,Spirit In The Sky,12,0,es,Twitter for Android,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
49,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-15 00:27:54,1437936176900579331,IssaSauceda24,HONDURAS,12,0,es,Twitter for Android,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
50,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",2021-09-15 00:17:44,1437933617930461185,MIURAdalCuore,...Tegucigalpa ,13,0,es,Twitter for Android,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",0.0,0.0
51,"@oscarflores8_ @hugo_app páguenle a mi amigo, por favor @hugo_app",2021-09-15 00:05:46,1437930606428569606,fabidicious,,0,1,es,Twitter for iPhone,"_ _app páguenle a mi amigo, por favor _app",0.0,0.0
52,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-14 23:49:04,1437926404524548100,evans_hernandez,Honduras ,12,0,es,Twitter for iPhone,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
53,99 días desde que me robaron @hugo_app 📆,2021-09-14 23:37:38,1437923525415870469,oscarflores8_,Latinoamérica,0,0,es,Twitter for iPhone,99 días desde que me robaron _app 📆,0.0,0.0
54,"RT @NacionOlimpista: ¡Hola @hugo_app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la #NaciónOlimpista. 🦁 https://t.c…",2021-09-14 23:29:24,1437921453119352842,calix_nokeira,,13,0,es,Twitter for iPhone,": ¡Hola _app! 👋🏼👋🏼Bienvenidos a la familia más grande de Honduras, bienvenidos a la NaciónOlimpista. 🦁 ",0.0,0.0
55,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-14 23:28:43,1437921280641150977,calix_nokeira,,12,0,es,Twitter for iPhone,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
56,"RT @NacionOlimpista: En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️…",2021-09-14 23:23:49,1437920046903349250,Maximus2938,Honduras,12,0,es,Twitter for Android,": En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️…",0.0,0.0
57,"En #NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre @hugo_app y @CDOlimpia
 
1.🚴🏻‍♀️👕 Podrás comprar la indumentaria del club a través de Hugo App. 
2.📲🎟 Venta de boletos tanto físicos como en línea con la App de Hugo. 
¡Se firmó por 2 años! https://t.co/bFLgHDNvDp",2021-09-14 23:23:19,1437919920889778186,NacionOlimpista,Honduras,12,96,es,Twitter for iPhone,"En NaciónOlimpistaRadio se dió a conocer los detalles de la firma del contrato entre _app y 
 
1.🚴🏻‍♀️👕 Podrás comprar la indumentaria del club a través de Hugo App. 
2.📲🎟 Venta de boletos tanto físicos como en línea con la App de Hugo. 
¡Se firmó por 2 años! ",0.0,0.0
58,"@NacionOlimpista @CDOlimpia @hugo_app @carlospineda51 @carlosalexispr ""Que interesante"" ojo soy olimpista😒",2021-09-14 23:19:33,1437918975623585805,JuanMej40471705,,0,0,es,Twitter for Android,"  _app   ""Que interesante"" ojo soy olimpista😒",0.0,0.0
59,RT @NacionOlimpista: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! @hugo_app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,2021-09-14 23:00:31,1437914183618682883,Edwinatorres01,Tegucigalpa Honduras,13,0,es,Twitter for Android,: ¡OLIMPIA FIRMA NUEVO PATROCINADOR! _app se convierte en el nuevo representante en nuestra camiseta. ¡Acompañará l…,0.0,0.0
60,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:57:52,1437913519119286272,Edwinatorres01,Tegucigalpa Honduras,4,0,es,Twitter for Android,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,0.0,0.0
61,@NacionOlimpista @hugo_app Y que beneficio le aporta a la afición? @R_Villeda,2021-09-14 22:56:42,1437913224473628677,enamoradoandr3s,Tierra,0,0,es,Twitter for Android, _app Y que beneficio le aporta a la afición? _Villeda,0.0,0.0
62,RT @anibalmedrano1: Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:55:23,1437912891051622409,velasquezmayron,Honduras,3,0,es,Twitter for Android,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,0.0,0.0
63,RT @R_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido @CDOlimpia Gracias amigos de @hugo_app por co…,2021-09-14 22:46:00,1437910530132430851,rafas_paz,"San Pedro Sula, Honduras",7,0,es,Twitter for Android,_Villeda: Muy contentos porque se ha sumado una marca líder en su área a nuestro querido  Gracias amigos de _app por co…,0.0,0.0
64,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:41:23,1437909370747162624,IssaSauceda24,HONDURAS,4,0,es,Twitter Web App,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,0.0,0.0
65,RT @NacionOlimpista: ¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vi…,2021-09-14 22:41:08,1437909305014034434,CesarGodoy_,Honduras,4,0,es,Twitter for iPhone,: ¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vi…,0.0,0.0
66,"¡Gracias por tus comentarios! 

Recuerda que tienes envío gratis si compras a través de @hugo_app https://t.co/LZFkWCBLPz",2021-09-14 22:39:39,1437908934661128192,TechloverStore,,0,0,es,Twitter Web App,"¡Gracias por tus comentarios! 

Recuerda que tienes envío gratis si compras a través de _app ",0.0,0.0
67,¡YA! ¡YA! Conocé todos los detalles de la firma entre @hugo_app y @CDOlimpia en #NaciónOlimpistaRadio totalmente en vivo 🙌🏼  👉🏼👉🏼 https://t.co/bOo4BvZOCL,2021-09-14 22:38:10,1437908561984638976,NacionOlimpista,Honduras,4,31,es,Twitter for iPhone,¡YA! ¡YA! Conocé todos los detalles de la firma entre _app y  en NaciónOlimpistaRadio totalmente en vivo 🙌🏼  👉🏼👉🏼 ,0.0,0.0
68,RT @anibalmedrano1: Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:28:16,1437906067481145346,Maximus2938,Honduras,3,0,es,Twitter for Android,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,0.0,0.0
69,RT @anibalmedrano1: Hola @hugo_app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,2021-09-14 22:26:17,1437905571643076608,ChavaOlimpista,Tegucigalpa Honduras,3,0,es,Twitter for Android,: Hola _app ¿podemos hacerles el pedido de un estadio para el Olimpia?😁🤞🏼,0.0,0.0
70,"No veo a los de @hugo_app haciendo uso de este recurso en tendencia, les falta malicia, les falta atreverse-se-se salir del closet https://t.co/ynvkIwa7dE",2021-09-14 22:24:20,1437905079873515524,sadytouch,"Tegucigalpa, Honduras",0,0,es,Twitter for Android,"No veo a los de _app haciendo uso de este recurso en tendencia, les falta malicia, les falta atreverse-se-se salir del closet ",0.0,0.0
71,@geframa @CDOlimpia @hugo_app Más paquetes argentinos van a traer.,2021-09-14 22:07:45,1437900905429544973,Elvinh123,Tegucigalpa-Honduras,0,0,es,Twitter for Android,  _app Más paquetes argentinos van a traer.,0.0,0.0
72,"RT @TatoSaybe: Bienvenido @hugo_app a la gran familia de @CDOlimpia , sin duda lograremos grandes cosas juntos. 

#EntreGigantesNosEntedemos",2021-09-14 22:01:41,1437899378191183875,Hondurasimport1,Wilmington NC,1,0,es,Twitter for Android,": Bienvenido _app a la gran familia de  , sin duda lograremos grandes cosas juntos. 

EntreGigantesNosEntedemos",0.0,0.0
73,"RT @CDOlimpia: ¡Bienvenido Hugo! 🤝@hugo_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",2021-09-14 21:57:32,1437898334455402503,OlivaJosue1,Honduras,28,0,es,Twitter for Android,": ¡Bienvenido Hugo! 🤝_app

Esta mañana firmamos la alianza comercial con nuestro nuevo patrocinador Hugo en las instalaci…",0.0,0.0
